STRING ID,ENGLISH,SIMPLIFIED CHINESE / 简体中文,RUSSIAN / РУССКИЙ,SPANISH / ESPAÑOL,PORTUGUESE / PORTUGUÊS (BR),GERMAN / DEUTSCH,KOREAN / 한국어,JAPANESE / 日本語,FRENCH / FRANÇAIS,POLISH / POLSKI,TRADITIONAL CHINESE / 繁体中文,TURKISH / TÜRKÇE
CREDITS_DESIGN DIRECTOR,Design Director,设计总监 ,Дизайн-директор,Director de diseño,Diretor de Design,Designdirektor,디자인 감독,デザイン監督,Directeur Conception,Dyrektor projektu,設計總監,Dizayn Yönetmeni
CREDITS_PROGRAM_MANAGER,Program Manager,规划经理,Руководитель программы,Director de programa,Gerente de Programa,Programmmanager,프로그램 관리자,番組担当,Gestionnaire de programme,Kierownik programowania,規劃經理,Program Yöneticisi
CREDITS_PROJECT_MANAGER,Project Manager,项目经理,Руководитель проекта,Gerente de proyecto,Gerente de Projeto,Projektmanager,프로젝트 관리자,企画担当,Gestionnaire de projet,Kierownik projektu,項目經理,Proje Yöneticisi
CREDITS_GAME_DESIGN,Game design,游戏设计,Гейм-дизайн,Diseño de juego,Design de Jogo,Gamedesign,게임 디자인,ゲームデザイン,Conception de jeu,Mechanika gry,遊戲設計,Oyun Tasarımı
CREDITS_GAME_DESIGNER,Game designer,游戏设计师,Гейм-дизайнер,Diseñador de juego,Designer de Jogo,Gamedesigner,게임 디자이너,ゲームデザイナー,Concepteur de jeu,Projektant,遊戲設計師,Oyun Tasarımcısı
CREDITS_CODE,Code,代码  ,Код,Código,Código,Code,코드,コード,Code,Kod,程序,Kod
CREDITS_PROGRAMMING,Programming,编程,Программирование,Programación,Programação,Programmierung,프로그래밍,プログラミング,Programmation,Programowanie,編程,Programlama
CREDITS_PROGRAMMER,Programmer,程序员,Программисты,Programador,Programador,Programmierer,프로그래머,プログラマー,Programmeur,Programista,程序員,Programcı
CREDITS_PROGRAMMER_PLURAL,Programmers,程序员,Программисты,Programadores,Programadores,Programmierer,프로그래머,プログラマー,Programmeurs,Programiści,程序員,Programcılar
CREDITS_LEAD_PROGRAMMER,Lead programmer,程序组长,Ведущий программист,Programador jefe,Programador Líder,Chefprogrammierer,리드 프로그래머,リードプログラマー,Chef programmeur,Główny programista,程序組長,Programlama Lideri
CREDITS_GRAPHIC_DESIGNER,Graphic designer,图像设计,Графический дизайнер,Diseñador gráfico,Designer Gráfico,Grafikdesigner,그래픽 디자이너,グラフィックデザイナー,Concepteur graphique,Projektant graficzny,圖像設計,Grafik Tasarımcı
CREDITS_TECHNICAL_ARTIST,Technical artist,技术美术,Технический художник,Artista técnico,Artista Técnico,Technischer Künstler,테크니컬 아티스트,テクニカルアーティスト,Artiste technique,Artysta techniczny,技術設計,Teknik Tasarımcı
CREDITS_CONCEPT_ARTIST,Concept artist,概念美术,Концепт-художник,Artista conceptual,Artista Conceitual,Konzeptkünstler,컨셉트 아티스트,コンセプトアーティスト,Artiste conceptuel,Artysta koncepcyjny,觀念美術,Konsept Tasarımcı
CREDITS_CHARACTER_DESIGNER,Character Designer,角色设计,Дизайнер персонажей,Diseñador de personajes,Designer de Personagens,Charakterdesigner,캐릭터 디자이너,キャラクターデザイナー,Créateur de personnage,Projektant postaci,角色設計,Karakter Tasarımcı
CREDITS_ART,Art,美术,Графика,Arte,Arte,Kunst,아트,アート,Art,Oprawa graficzna,美術,Sanat
CREDITS_ARTIST,Artist,美术师,Художник,Artista,Artista,Künstler,아티스트,アーティスト,Artiste,Artysta,美術師,Sanatçı
CREDITS_ARTIST_PLURAL,Artists,美术师,Художники,Artistas,Artistas,Künstler,아티스트,アーティスト,Artistes,Artyści,美術師,Sanatçılar
CREDITS_LEVEL_DESIGN,Level design,关卡设计,Дизайн уровней,Diseño de niveles,Design de Níveis,Leveldesign,레벨 디자인,レベルデザイン,Conception de niveaux,Projekt poziomów,關卡設計,Seviye Tasarımı
CREDITS_LEVEL_DESIGNER,Level designer,关卡设计师,Дизайнер уровней,Diseñador de niveles,Designer de Níveis,Leveldesigner,레벨 디자이너,レベルデザイナー,Concepteur de niveaux,Projektant poziomów,關卡設計師,Seviye Tasarımcısı
CREDITS_CINEMATICS_DIRECTOR,Cinematics Director,影片导演,Кинематографический директор,Director cinematográfico,Diretor Cinematográfico,Zwischensequenzregisseur,영상 감독,シネマティックディレクター,Directeur des cinématiques,Dyrektor filmowy,影片導演,Sinematik Yönetmeni
CREDITS_CINEMATIC_ANIMATOR,Cinematic Animator,影片动画,Кинематографический художник,Animador cinematográfico,Animador Cinematográfico,Zwischensequenzanimator,영상 애니메이터,シネマティックアニメーター,Animateur de cinématiques,Animator filmowy,影片動畫,Sinematik Animasyoncusu
CREDITS_INTERFACE_ARTIST,Interface Artist,影片美术,Художник интерфейса,Artista de interfaz,Artista de Interface,Interfacekünstler,인터페이스 아티스트,インターフェイスアーティスト,Artiste d'interfaces,Grafik interfejsu,影片美術,Arayüz Tasarımcısı
CREDITS_COMPOSER,Composer,作曲,Композитор,Compositor,Compositor,Komponist,작곡,編曲,Compositeur,Kompozytor,作曲家,Bestekar
CREDITS_MUSICIAN,Musician,音乐师,Музыкант,Músico,Músico,Musiker,연주,演奏,Musicien,Muzyk,音樂家,Müzisyen
CREDITS_SPECIAL_THANKS,Special thanks,特别感谢 ,Особая благодарность,Agradecimientos,Agradecimentos,Besonderer Dank,특별 감사,謝辞,Remerciements,Szczególne podziękowania,特別感謝,Teşekkürler
CREDITS_SPECIAL_THANKS_TO,Special thanks to,特别感谢 ,Особая благодарность,Agradecimientos a,Agradecimentos a,Besonderen Dank an,특별 감사:,謝辞,Remerciements à,Szczególne podziękowania dla,特別感謝,Teşekkürler
CREDITS_IMAGE,Image,图像  ,Изображение,Imagen,Imagem,Bild,이미지,画像,Image,Zdjęcie,圖像,Resim
CREDITS_IMAGE_PLURAL,Images,图像  ,Изображения,Imágenes,Imagens,Bilder,이미지,画像,Images,Zdjęcia,圖像,Resimler
CREDITS_FONT,Font,字体  ,Шрифт,Tipografía,Fonte,Schriftart,글꼴,フォント,Police,Font,字型,Font
CREDITS_FONT_PLURAL,Fonts,字体  ,Шрифты,Tipografías,Fontes,Schriftarten,글꼴,フォント,Polices,Fonty,字型,Fontlar
CREDITS_SOUNDTRACK,Soundtrack,原声音乐 ,Саундтрек,Banda sonora,Trilha sonora,Soundtrack,사운드트랙,サウンドトラック,Bande sonore,Ścieżka dźwiękowa,原聲音樂,Oyun Müziği
CREDITS_WRITER,Writer,文案  ,Автор,Escritor,Escritor,Schriftsteller,대본가,脚本家,Écrivain,Pisarz,寫作人,Yazar
CREDITS_MANUSCRIPT,Manuscript,手稿,Рукопись,Manuscrito,Manuscrito,Handschrift,대본,脚本,Manuscrit,Manuskrypt,原稿,Taslak
CREDITS_SCRIPT_WRITER,Script writer,剧本  ,Сценарист,Guionista,Roteirista,Drehbuch,대본가,脚本家,Scénariste,Scenarzysta,劇本寫作人,Senaryo Yazarı
CREDITS_ANIMATION,Animation,动画  ,Анимация,Animación,Animação,Animation,애니메이션,アニメーション,Animation,Animacja,動畫,Animasyon
CREDITS_ANIMATOR,Animator,动画师,Аниматор,Animador,Animador,Animator,애니메이터,アニメーター,Animateur,Animator,動畫師,Animatör
CREDITS_VOICE_ACTING,Voice acting,配音,Озвучивание,Doblaje,Dublagem,Sprecher,성우,声優,Doublage,Aktorstwo głosowe,配音員,Seslendirme
CREDITS_VOICE_ACTOR,Voice actor,配音演员 ,Актёр озвучивания,Actor de doblaje,Dublador,Sprecher,성우,声優,Doubleur,Aktor głosowy,配音演員,Ses Sanatçısı
CREDITS_SOUND_DESIGNER,Sound designer,音响设计  ,Саунд-дизайнер,Diseñador de sonido,Designer de Som,Sounddesigner,음향 디자이너,サウンドデザイナー,Concepteur sonore,Dźwięk,音響設計師,Ses Tasarımcısı
CREDITS_SOUND_ENGINEER,Sound engineer,音响工程师,Звукорежиссёр,Técnico de sonido,Engenheiro Sonoro,Toningenieur,음향 엔지니어,サウンドエンジニア,Ingénieur du son,Inżynier dźwięku,錄音師,Ses Mühendisi
CREDITS_SFX,Sound Effects,音响效果 ,Звуковые эффекты,Efectos de sonido,Efeitos Sonoros,Soundeffekte,음향 효과,SE,Effets sonores,Efekty dźwiękowe,音響效果,Ses Efektleri
CREDITS_VFX,Visual Effects,视觉效果 ,Визуальные эффекты,Efectos visuales,Efeitos Visuais,Spezialeffekte,시각 효과,特殊効果,Effets visuels,Efekty wizualne,視覺效果,Görsel Efektler
CREDITS_RECORDIST,Recordist,录音师,Звукооператор,Grabador,Recordista,Aufnahmeleiter,녹음,録音,Opérateur du son,Operator dźwięku,錄音師,Ses Kayıtçısı
CREDITS_FOLEY_ARTIST,Foley artist,音效师  ,Шумовик,Editor sonoro,Artista de ruído,Geräuschemacher,효과음 아티스트,フォーリーアーティスト,Bruiteur,Imitator dźwięku,擬音藝術家,Foley Sanatçısı
CREDITS_TEST_MANAGER,Test Manager,测试经理 ,Тест-менеджер,Gerente de pruebas,Gerente de Testes,Testmanager,테스트 관리자,テスト管理者,Responsable de tests,Menadżer testów,測試經理,Test Yöneticisi
CREDITS_TEST_LEAD,Test Lead,测试组长 ,Руководитель тестирования,Jefe de pruebas,Líder de Testes,Testleiter,테스트 관리 총지휘,テスト管理総指揮,Chef testeur,Główny tester,測試領導,Test Yöneticisi
CREDITS_TESTER,Tester,测试员,Тестер,Probador de videojuegos,Testador,Tester,테스터,テスター,Testeur,Tester,測試儀,Testçi
CREDITS_DATABASE_ADMIN,Database Admin,三维建模 ,Администратор базы данных,Administrador de base de datos,Administrador de Banco de Dados,Datenbankadministrator,데이터베이스 관리자,データベースアドミン,Administrateur de base de données,Administracja bazy danych,數據庫管理員,Veritabanı Yöneticisi
CREDITS_3D_MODELING,3D Modeling,三维建模,3D моделирование,Modelado 3D,Modelagem 3D,3D-Modellierung,3D 모델링,3Dモデリング,Modélisation 3D,Modelowanie 3D,三維建模,3D Tasarım
CREDITS_MODELS,Models,模型  ,Модели,Modelos,Modelos,Modelle,모델,モデル,Modèles,Modele,模型,Modeller
CREDITS_LOCALIZATION,Localization,本地化,Локализация,Localización,Localização,Lokalisierung,지역화,ローカリゼーション,Localisation,Lokalizacja,本土化,Lokalizasyon
CREDITS_TRANSLATION,Translation,翻译  ,Перевод,Traducción,Tradução,Übersetzung,번역,翻訳,Traduction,Tłumaczenia,翻譯,Çeviri
CREDITS_POLYGLOT,Translated by the Polyglot Project.,Polyglot 项目提供翻译,Перевод от проекта Polyglot,Traducido por el proyecto Polyglot.,Traduzido pelo projeto Polyglot.,Übersetzt von Polyglot Project.,번역 제공: Polyglot Project.,翻訳提供：Polyglotプロジェクト,Traduit par le Polyglot Projet.,Przetłumaczono za pomocą Polyglot Project.,翻譯由Polyglot Project 提供,Polyglot Projesi ile çevrilmiştir.
GAME_GENRE_ACTION,Action game,动作游戏,Экшен,Juego de acción,Jogo de ação,Action-Spiel,액션 게임,アクションゲーム,Jeu d'action,Gra akcji,動作游戲,Aksiyon oyunu
GAME_GENRE_ADVENTURE,Adventure game,冒险游戏,Приключенческая игра,Juego de aventura,Jogo de aventura,Adventure,어드벤처 게임,アドベンチャーゲーム,Jeu d'aventure,Gra przygodowa,冒險游戲,Macera oyunu
GAME_GENRE_CARD,Card,卡牌游戏,Карточная игра,Cartas,Cartas,Karten,카드 게임,カード,Carte,Karciana,卡牌遊戲,Kart
GAME_GENRE_CASUAL,Casual game,休闲游戏,Казуальная игра,Juego casual,Jogo casual,Casual-Spiel,캐주얼 게임,カジュアルゲーム,Jeu casual,Gra zwyczajna,休閑游戲,Çerezlik oyun
GAME_GENRE_FANTASY,Fantasy game,魔幻游戏,Фэнтези,Juego de fantasía,Jogo de fantasia,Fantasy-Spiel,판타지 게임,ファンタジーゲーム,Jeu fantastique,Gra fantasy,魔幻遊戲,Fantastik oyun
GAME_GENRE_HARDCORE,Hardcore game,硬核游戏,Хардкорная игра,Juego difícil,Jogo hardcore,Hardcore-Spiel,하드코어 게임,ハードコアゲーム,Jeu hardcore,Gra hardkorowa,硬核游戲,Hardcore oyun
GAME_GENRE_INDIE,Indie,独立游戏,Инди,Indie,Indie,Indie,인디,独立系開発会社,Indépendant,Indie,獨立製作,Bağımsız Yapımcı
GAME_GENRE_MEDIEVAL,Medieval game,中世纪式游戏,Средневековье,Juego medieval,Jogo medieval,Mittlealter-Spiel,중세 게임,中世風ゲーム,Jeu médiéval,Gra w średniowieczu,中世紀式游戲,Orta çağ oyunu
GAME_GENRE_MISC,Misc.,其它,Разное,Otros,Diversos,Verschiedene,기타,その他,Divers,Różne,其它,Çeşitli
GAME_GENRE_MULTIPLAYER,Multiplayer,多人游戏,Многопользовательская игра,Multijugador,Multi jogadores,Mehrspieler,멀티플레이어,マルチプレイヤー,Multijoueur,Gra wieloosobowa,多人游戲,Çok oyunculu oyun
GAME_GENRE_NAME,Genre,类型,Жанр,Género,Gênero,Genre,장르,ジャンル,Genre,Gatunek,類型,Tür
GAME_GENRE_PLATFORMER,Platformer game,平台游戏,Платформер,Juego de plataformas,Jogo de plataforma,Platformer,플랫폼 게임,プラットフォームゲーム,Jeu de plateformes,Gra platformowa,平台游戲,Platform oyunu
GAME_GENRE_PUZZLE,Puzzle game,益智游戏,Головоломка,Juego de rompecabezas,Quebra-cabeça,Puzzle-Spiel,퍼즐 게임,パズルゲーム,Jeu d'énigmes,Gra logiczna,智力遊戲,Puzzle
GAME_GENRE_QUIZ,Quiz game,问答游戏,Викторина,Juego de preguntas y respuestas,Jogo de perguntas e respostas,Quiz,퀴즈 게임,クイズゲーム,Jeu de quizz,Teleturniej,問答游戲,Bilgi yarışı
GAME_GENRE_RACING,Racing,竞速游戏,Гонки,Carreras,Corrida,Rennspiele,레이싱,レース,Course automobile,Wyścigi,競速遊戲,Yarış
GAME_GENRE_RETRO,Retro game,复古游戏,Ретро-игра,Juego retro,Jogo retrô,Retrospiel,레트로 게임,レトロゲーム,Jeu rétro,Gra retro,復古游戲,Retro oyun
GAME_GENRE_RPG,Roleplaying game,角色扮演游戏,Ролевая игра (RPG),Juego de rol,Jogo de RPG,Rollenspiel,롤플레잉 게임,ロールプレイングゲーム,Jeu de rôles,RPG,角色扮演游戲,Rol yapma oyunu
GAME_GENRE_RTS,Real-time strategy,即时战略,Стратегия в реальном времени,Estrategia en tiempo real,Estratégia em tempo real,Echtzeitstrategie,실시간 전략,リアルタイムシミュレーション,Stratégie en temps réel,Strategie czasu rzeczywistego,即時戰略遊戲,Gerçek Zamanlı Strateji
GAME_GENRE_SCIFI,Science fiction game,科幻游戏,Научно-фантастическая игра,Juego de ciencia ficción,Jogo de ficção científica,Science-Fiction-Spiel,SF 게임,SFゲーム,Jeu de Science-Fiction,Gra science-fiction,科幻游戲,Bilim kurgu oyunu
GAME_GENRE_SHOOTER,Shooter game,射击游戏,Шутер,Juego de disparos,Jogo de tiro,Shooter,슈팅 게임,シューティングゲーム,Jeu de tir,Strzelanka,射擊游戲,Atış oyunu
GAME_GENRE_SIMULATION,Simulation game,模拟游戏,Симулятор,Juego de simulación,Jogo de simulação,Simulation,시뮬레이션 게임,シミュレーションゲーム,Jeu de simulation,Symulator,模擬游戲,Simulasyon
GAME_GENRE_SINGLEPLAYER,Singleplayer,单人游戏,Одиночная игра,Un único jugador,Um jogador,Einzelspieler,싱글플레이어,シングルプレイヤー,Un joueur,Gra jednoosobowa,單式游人,Tek oyunculu oyun
GAME_GENRE_SPORTS,Sports game,体育游戏,Спортивный симулятор,Juego de deportes,Jogo de esportes,Sport-Spiel,스포츠 게임,スポーツゲーム,Jeu de sports,Gra sportowa,體育游戲,Spor oyunu
GAME_GENRE_STRATEGY,Strategy game,战略游戏,Стратегия,Juego de estrategia,Jogo de estratégia,Strategiespiel,전략 게임,ストラテジーゲーム,Jeu de stratégie,Gra strategiczna,戰略游戲,Strateji oyunu
GAME_GENRE_TBS,Turn-based strategy,回合战略,Пошаговая стратегия,Estrategia por turnos,Estratégia baseada em turnos,Rundenbasierte Strategie,턴제 전략,ターン制シミュレーション,Stratégie au tour par tour,Strategia turowa,回合戰略遊戲,Sıra Tabanlı Strateji
GAME_GENRE_TOWER_DEFENSE,Tower defence game,塔防游戏,Башенная защита (TD),Juego de defensa de torres,Jogo de torres de defesa,Verteidigungsspiel,타워 디펜스 게임,タワーディフェンスゲーム,Tower Defense,Tower defence,塔防游戲,Kule savunma oyunu
ERROR_DEVICE_NOT_FOUND,No {0} detected.,未检测到{0}。,{0} не обнаружен.,No se detectó {0}.,{0} não encontrado.,{0} nicht erkannt.,{0}을(를) 찾을 수 없습니다.,{0} が接続されていません。,Aucun {0} détecté.,Nie wykryto {0}.,未檢測到{0}。,{0} aygıt algılanamadı.
ERROR_DEVICE_VR_LEAVING_TRACKAREA,Leaving tracking area.,无信号。,За пределами зоны отслеживания.,Saliendo del area de seguimiento.,Deixando área de rastreamento.,Außerhalb des Tracking-Bereichs.,인식 범위 밖입니다.,通信圏外です。,Vous quittez la zone de détection.,Opuszczanie strefy śledzenia.,無信號。,Takip alanı terkediliyor.
ERROR_DEVICE_VR_NO_HMD,No HMD detected.,未检测到HMD。,VR-шлем не обнаружен.,No se detectó ningún HMD.,HMD não encontrado.,Kein HMD erkannt.,HMD를 찾을 수 없습니다.,HMDが接続されていません。,Aucun HDM détecté.,Nie wykryto HMD.,未檢測到HMD。,Görüş Ünitesi algılanamadı.
ERROR_GENERIC_ERRCODE,Error code:,错误代码：,Код ошибки:,Código de error:,Código do erro:,Fehlercode:,오류 코드:,エラーコード：,Code d'erreur :,Kod błędu:,錯誤代碼：,Hata kodu:
ERROR_GENERIC_TEXT,An error has occured.,发生了错误。,Произошла ошибка.,Ha ocurrido un error.,Ocorreu um erro.,Ein Fehler ist aufgetreten.,오류가 발생했습니다.,エラーが発生しました。,Une erreur s'est produite.,Wystąpił jakiś błąd.,發生了錯誤。,Bir hata oluştu.
ERROR_GENERIC_INVALID_NAME,Invalid name.,名称无效。,Недопустимое название.,El nombre no es válido.,Nome inválido.,Ungültiger Name.,이름이 잘못되었습니다.,無効な名前です。,Nom incorrect.,Błędna nazwa.,名稱無效。,Geçersiz İsim.
ERROR_GENERIC_INVALID_CD_KEY,Invalid CD Key.,序列号无效。,Неверный цифровой ключ.,La clave de producto no es válida.,Código de produto (CD Key) inválido.,Ungültiger Produktschlüssel.,잘못된 CD키입니다.,無効なCDキーです。,Clé CD incorrecte.,Nieprawidłowy numer seryjny.,無效的遊戲序號。,Geçersiz CD Anahtarı.
ERROR_GENERIC_CHEATING,Cheats detected!,检测到作弊！,Используются читы!,¡Trampas detectadas!,Trapaças detectadas!,Cheats entdeckt!,치트 발견!,チート検出！,Codes triche détectés !,Wykryto użycie kodów!,已偵測到作弊！,Hile Algılandı!
ERROR_NETWORK_CONNECTION_LOST,Connection lost.,网络连接失败。,Соединение потеряно.,Conexión perdida.,Conexão perdida.,Verbindung verloren.,연결이 끊어졌습니다.,接続が切断されました。,Connexion perdue.,Stracono połączenie.,網絡連接失敗。,Bağlantı kesildi.
ERROR_NETWORK_DISCONNECTED_YOUR_OPPONENT,Your opponent has disconnected.,你的对手断开连接。,Ваш соперник отключился.,Tu oponente se ha desconectado.,Seu oponente foi desconectado.,Dein Gegner hat die Verbindung getrennt.,상대가 연결을 끊었습니다.,相手プレイヤーが接続を切断しました。,Votre adversaire s'est déconnecté.,Twój przeciwnik się rozłączył.,你的對手斷線。,Rakibinizin bağlantısı kesildi.
ERROR_NETWORK_DISCONNECTED_YOUR_PLAYER,The other player has disconnected.,另一个玩家断开了连接。,Другой игрок отключился.,El otro jugador se ha desconectado.,O outro jogador foi desconectado.,Der andere Spieler hat die Verbindung getrennt.,다른 플레이어가 연결을 끊었습니다.,他のプレイヤーが接続を切断しました。,L'autre joueur s'est déconnecté.,Gracz się rozłączył.,另一個玩家斷線。,Diğer oyuncunun bağlantısı kesildi.
ERROR_NETWORK_DISCONNECTED_YOUR_TEAMMATE,Your teammate has disconnected.,你的队友断开了连接。,Ваш союзник отключился.,Tu compañero se ha desconectado.,Seu colega de equipe foi desconectado.,Dein Mitspieler hat die Verbindung getrennt.,팀원이 연결을 끊었습니다.,味方プレイヤーが接続を切断しました。,Votre coéquipier s'est déconnecté.,Członek Twojej drużyny się rozłączył.,你的隊友斷線。,Takım arkadaşınızın bağlantısı kesildi.
ERROR_NETWORK_SERVER,Cannot connect to server.,不能连接至服务器。,Не удалось подключиться к серверу.,No se pudo conectar con el servidor.,Não foi possível conectar-se ao servidor.,Es konnte keine Verbindung zum Server hergestellt werden.,서버에 연결할 수 없습니다.,サーバーに接続できません。,Impossible de se connecter au serveur.,Nie można połączyć się z serwerem.,不能連接至服務器。,Sunucuya bağlanılamıyor.
ERROR_SAVE_CORRUPTED,Save file corrupted.,存档文件已被破坏。,Файл сохранения повреждён.,Archivo de guardado corrupto.,Arquivo de jogo salvo corrompido.,Speicherstand beschädigt.,저장된 게임에 오류가 있습니다.,セーブデータが破損しています。,Fichier de sauvegarde corrompu.,Uszkodzony plik zapisu gry.,存檔文件已被破壞。,Kayıt dosyası bozuk.
ERROR_SAVE_NO_GAMES_FOUND,No games found.,找不到游戏。,Сохранения не найдены.,No se encontraron partidas.,Nenhum jogo encontrado.,Keine Speicherstände gefunden.,저장된 게임이 없습니다.,セーブデータが見つかりません。,Aucune sauvegarde trouvée.,Nie znaleziono zapisanych gier.,找不到游戲。,Oyun bulunamadı.
ERROR_SAVE_NO_OPEN_GAMES,No open games.,没有招募中的游戏。,Нет свободных игр.,No hay partidas abiertas.,Nenhum jogo ativo.,Keine Spiele gefunden.,현재 열린 방이 없습니다.,参加可能なゲームがありません。,Aucune partie trouvée.,Brak gier.,沒有招募中的游戲。,Açık oyun yok.
GAME_ACTION_ATTACK,Attack,攻击,Атаковать,Atacar,Atacar,Attackiere,공격,攻める,Attaquer,Atakuj,攻擊,Saldır
GAME_ACTION_BOOST,Boost,提升,Ускориться,Potenciar,Impulsionar,Boost,가속하기,ブーストする,Booster,Szybciej,提升,Yükselt
GAME_ACTION_BUILD,Build,建设,Построить,Construir,Construir,Bauen,짓기,建築,Construire,Budować,建設,İnşa Et
GAME_ACTION_CAST_FISHING,Cast,投,Закинуть,Recoger,Lançar,Werfe,던지기,釣り糸を投げる,Lancer,Zarzuć,投,At
GAME_ACTION_CAST_SPELL,Cast,施咒语,Заколдовать,Lanzar,Lançar,Beschwöre,사용하기,詠唱する,Lancer,Rzuć,施咒語,Yap
GAME_ACTION_CLAIM,Claim,索取,Взять,Reclamar,Reivindicar,Beanspruchen,갖기,入手する,Obtenir,Weź,索取,Al
GAME_ACTION_CLIMB,Climb,爬上,Лезть,Escalar,Escalar,Klettern,오르기,登る,Escalader,Wspinaj się,爬上,Tırman
GAME_ACTION_CLOSE,Close,关闭,Закрыть,Cerrar,Fechar,Schließen,닫기,閉じる,Fermer,Zamknij,關閉,Kapat
GAME_ACTION_COLLECT,Collect,收取,Собирать,Recoger,Coletar,Sammle,모으기,集める,Collecter,Zbierz,收取,Topla
GAME_ACTION_COOK,Cook,煮,Приготовить,Cocinar,Cozinhar,Kochen,요리하기,調理,Cuisiner,Gotować,煮,Pişir
GAME_ACTION_CRAFT,Craft,制造,Создать,Crear,Fabricar,Herstellen,만들기,作成,Fabriquer,Tworzyć,制造,Yap
GAME_ACTION_CROUCH,Crouch,蹲,Присесть,Agacharse,Agachar,Ducken,조용히 걷기,しゃがむ,S'accroupir,Kucnij,蹲,Eğil
GAME_ACTION_DODGE,Dodge,闪避,Уклониться,Esquivar,Desviar,Ausweichen,피하기,避ける,Esquiver,Unik,閃避,Atlat
GAME_ACTION_DRIVE,Drive,驱动,Ехать,Conducir,Dirigir,Fahren,운전하기,運転する,Conduire,Prowadź,駕駛,Sür
GAME_ACTION_FLY,Fly,飞,Летать,Volar,Voar,Fliegen,비행하기,飛ぶ,Voler,Leć,飛,Uç
GAME_ACTION_FULL_SPEED,Full Speed,全速,Макс. скорость,Máxima velocidad,Velocidade máxima,Höchstgeschwindigkeit,최고 속도,全速力,Vitesse Max,Pełna Prędkość,急速,Tam Hız
GAME_ACTION_GO,Go,前往,Отправиться,Ir,Ir,Gehen,가기,移動する,Aller,Idź,前往,Git
GAME_ACTION_GO_TO_PLACE,Go to,去,Отправиться к,Ir a,Vá para,Hierher gehen,(으)로 가기,へ移動する,Aller à,Idź do,去,Git
GAME_ACTION_HALF_SPEED,Half Speed,半速度,Половинная скорость,Media velocidad,Metade da velocidade,Halbe Geschwindigkeit,중간 속도,半速力,Mi-Vitesse,Pół Prędkości,半速,Yarım Hız
GAME_ACTION_HEAL,Heal,治疗,Залечить,Curar,Curar,Heile,치료,回復する,Soigner,Ulecz,治疗,İyileştir
GAME_ACTION_JUMP,Jump,跳,Прыгать,Saltar,Pular,Springen,점프,ジャンプする,Sauter,Skacz,跳,Zıpla
GAME_ACTION_LAND,Landing,降落,Приземлиться,Aterrizar,Aterrissar,Landen,착륙,着陸する,Atterrir,Wyląduj,降落,Yere İn
GAME_ACTION_LOOK,Look,看,Смотреть,Mirar,Olhar,Gucken,보기,見る,Regarder,Patrz,看,Bak
GAME_ACTION_MIX,Mix,混合,Смешать,Mezclar,Misturar,Mixen,섞기,調合,Mélanger,Mieszać,混合,Karıştır
GAME_ACTION_OPEN,Open,开,Открыть,Abrir,Abrir,Öffnen,열기,開く,Ouvrir,Otwórz,開,Aç
GAME_ACTION_PICK_UP,Pick up,拾起,Взять,Recoger,Pegar,Aufnehmen,줍기,拾う,Prendre,Podnieś,拾起,Al
GAME_ACTION_RACE,Race,竞赛,Гнать,Correr,Correr,Rase,경주하기,競争する,Faire la course,Wyścig,競賽,Yarış
GAME_ACTION_READ,Read,读,Читать,Leer,Ler,Lesen,읽기,読む,Lire,Czytaj,讀,Oku
GAME_ACTION_REPLACE,Replace,更换,Заменить,Reemplazar,Trocar,Ersetze,대치하기,入れ替え,Remplacer,Zamień,更換,Değiştir
GAME_ACTION_RUN,Run,奔跑,Бежать,Correr,Correr,Rennen,달리기,走る,Courir,Biegnij,奔跑,Koş
GAME_ACTION_RUN_AWAY,Run away,逃跑,Сбежать,Salir corriendo,Fugir,Lauf weg,도망치기,逃げる,S'enfuir,Uciekaj,逃跑,Uzaklaş
GAME_ACTION_SHOOT,Shoot,射击,Стрелять,Disparar,Atirar,Schieße,쏘기,撃つ,Tirer,Strzelaj,射擊,Ateş Et
GAME_ACTION_SNEAK,Sneak,潜行,Красться,Afanar,Infiltrar,Schleichen,몰래 가기,忍ぶ,Se faufiler,Skradaj się,潛行,Gizlice Sokul
GAME_ACTION_SPIN,Spin,旋转,Крутить,Girar,Girar,Drehen,회전시키기,回転させる,Tourner,Obróć,旋轉,Dön
GAME_ACTION_SPRINT,Sprint,冲刺,Пробежать,Esprintar,Arrancada,Sprinten,달리기,走る,Sprinter,Truchtem,沖刺,Depar At
GAME_ACTION_STEER,Steer,转向,Вращать,Dirigir,Conduzir,Lenken,조종하기,操舵する,Tourner,Steruj,转向,Yönlen
GAME_ACTION_TAKE_OFF,Takeoff,起飞,Взлететь,Despegar,Decolar,Abheben,이륙하기,離陸する,Décoller,Wystartuj,起飛,Havalan
GAME_ACTION_TALK,Talk,谈话,Говорить,Hablar,Falar,Reden,대화하기,話す,Parler,Rozmawiaj,談話,Konuş
GAME_ACTION_THROW,Throw,扔,Бросить,Arrojar,Arremessar,Werfe,던지기,投げる,Jeter,Rzuć,扔,Fırlat
GAME_ACTION_WALK,Walk,步行,Идти,Caminar,Andar,Laufen,걷기,歩く,Marcher,Idź,步行,Yürü
GAME_CHARACTER_ENDURANCE,Endurance,耐力,Выносливость,Aguante,Resistência,Ausdauer,지구력,生命力,Endurance,Wytrzymałość,耐力,Dayanıklılık
